file_name,url,file_size,modification_date,author,subject,keywords,creation_date,producer,number_of_pages,version,source
Mayors-Press-Release_Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/01/Mayors-Press-Release_Spanish.pdf,65.5KB,2024-01-31 08:09:12-03:00,Gabriela - inlingua,,,2024-01-31 08:09:11-03:00,Adobe PDF Library 11.0,2,%PDF-1.5,https://www.slc.gov/blog/2024/01/31/mayor-erin-mendenhall-salt-lake-city-is-strong-unwavering-undaunted/
2024-State-of-the-City-Address.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/01/2024-State-of-the-City-Address.pdf,104.3KB,2024-01-31 00:01:47+00:00,,,,2024-01-31 00:01:47+00:00,macOS Version 13.2.1 (Build 22D68) Quartz PDFContext,13,%PDF-1.3,https://www.slc.gov/blog/2024/01/31/mayor-erin-mendenhall-salt-lake-city-is-strong-unwavering-undaunted/
2024-State-of-the-City-Address_Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/01/2024-State-of-the-City-Address_Spanish.pdf,126.7KB,2024-01-31 00:10:05-03:00,,,,2024-01-31 00:10:03-03:00,Adobe PDF Library 11.0,13,%PDF-1.5,https://www.slc.gov/blog/2024/01/31/mayor-erin-mendenhall-salt-lake-city-is-strong-unwavering-undaunted/
SLC-Safe-Streets-pr-Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2023/12/SLC-Safe-Streets-pr-Spanish.pdf,164.7KB,2023-12-20 19:10:32+00:00,,,,2023-12-20 19:10:32+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2023/12/19/salt-lake-city-receives-953000-grant-for-safe-streets-for-all-pilot-program/
Spanish_-Eastbound-lane-closure-on-2100-S-between-900-and-1100-East-for-utility-upgrades-Media-release.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/06/Spanish_-Eastbound-lane-closure-on-2100-S-between-900-and-1100-East-for-utility-upgrades-Media-release.pdf,121.8KB,2024-06-13 19:43:11+00:00,,,,2024-06-13 19:43:11+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/06/13/eastbound-lane-closure-on-2100-s-between-900-and-1100-east-for-utility-upgrades/
Spanish_-Renovation-of-Northwest-Pipeline-Building-in-Salt-Lake-City-moving-forward-with-family-friendly-focus-as-new-development-team-chosen.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/06/Spanish_-Renovation-of-Northwest-Pipeline-Building-in-Salt-Lake-City-moving-forward-with-family-friendly-focus-as-new-development-team-chosen.pdf,99.2KB,2024-06-04 20:15:59+00:00,,,,2024-06-04 20:15:59+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/06/04/renovation-of-northwest-pipeline-building-in-salt-lake-city-moving-forward-with-family-friendly-focus-as-new-development-team-chosen/
Microsoft Word - January 2020 SLC Good Neighbor Guide final.docx,http://www.slc.gov/wp-content/uploads/2020/02/January-2020-SLC-Good-Neighbor-Guide-final.pdf,142.0KB,2020-02-19 21:27:56+00:00,,,,2020-02-19 21:27:56+00:00,macOS Version 10.15.3 (Build 19D76) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/community-councils/
CommunityCouncilMap.pdf,http://www.slcdocs.com/comcoun/pdfs/CommunityCouncilMap.pdf,437.4KB,,,,,2022-10-21 14:28:09-07:00,,1,%PDF-1.6,https://www.slc.gov/community-councils/
sidewalk_dining_guidelines.pdf,https://www.slcdocs.com/Planning/Guides/sidewalk_dining_guidelines.pdf,3.5MB,2021-07-26 08:58:30-06:00,,,,2021-07-26 08:51:30-06:00,Adobe PDF Library 15.0,46,%PDF-1.7,https://www.slc.gov/permits/
SPanish_-Glendale-Regional-Park-chosen-as-future-home-of-iconic-public-art-commission-Release.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/05/SPanish_-Glendale-Regional-Park-chosen-as-future-home-of-iconic-public-art-commission-Release.pdf,118.6KB,2024-05-08 21:50:50+00:00,,,,2024-05-08 21:50:50+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/05/08/glendale-regional-park-chosen-as-future-home-of-iconic-public-art-commission-for-salt-lake-citys-westside/
9th-construction-spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2023/08/9th-construction-spanish.pdf,127.5KB,2023-08-09 16:31:33+00:00,,,,2023-08-09 16:31:33+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2023/08/04/900-south-reconstruction-begins-work-at-9th-and-9th/
Engagement-Planning.pdf,http://www.slc.gov/wp-content/uploads/2023/10/Engagement-Planning.pdf,7.6MB,2023-10-09 16:00:49-06:00,,,,2023-10-09 16:00:44-06:00,Adobe PDF Library 17.0,14,%PDF-1.4,https://www.slc.gov/civic-engagement/
Internal-Guidelines-Best-Practices_FINAL.pdf,http://www.slc.gov/can/wp-content/uploads/sites/8/2020/12/Internal-Guidelines-Best-Practices_FINAL.pdf,216.6KB,2020-12-02 13:04:37-07:00,,,,2020-12-02 13:04:36-07:00,Adobe PDF Library 15.0,5,%PDF-1.4,https://www.slc.gov/civic-engagement/
Engagement-Methods.pdf,http://www.slc.gov/wp-content/uploads/2023/10/Engagement-Methods.pdf,7.4MB,2023-10-09 16:16:10-06:00,,,,2023-10-09 16:16:03-06:00,Adobe PDF Library 17.0,27,%PDF-1.4,https://www.slc.gov/civic-engagement/
After-Action-Report-2019-Fillable.pdf,http://www.slc.gov/can/wp-content/uploads/sites/8/2020/03/After-Action-Report-2019-Fillable.pdf,94.0KB,2019-12-09 10:09:12-07:00,,,,2019-11-26 09:06:39-07:00,Adobe PDF Library 15.0,2,%PDF-1.6,https://www.slc.gov/civic-engagement/
Microsoft Word - FMLA - English (April 2023) (Spanish)_fin.docx,https://www.dol.gov/sites/dolgov/files/WHD/legacy/files/fmlasp.pdf,235.5KB,2023-05-09 17:32:23-07:00,,,,2023-05-03 14:28:04+00:00,macOS Versión 10.16 (Compilación 21G72) Quartz PDFContext,1,%PDF-1.4,https://www.slc.gov/spanish-faq-servicios-empresariales-y-de-empleo/
comunicadoPSP.pdf,http://www.slcdocs.com/mayor/comunicadoPSP.pdf,130.4KB,2020-07-29 16:32:54+00:00,"Bier, David",,,2020-07-29 16:32:54+00:00,,2,%PDF-1.7,https://www.slc.gov/blog/2020/07/28/salt-lake-city-to-resume-fares-at-parking-meters/
RoseParkConnect_SPANISH.pdf,http://www.slcdocs.com/mayor/RoseParkConnect_SPANISH.pdf,80.2KB,2020-08-04 23:52:28+00:00,"Bier, David",,,2020-08-04 23:52:28+00:00,,2,%PDF-1.7,https://www.slc.gov/blog/2020/08/04/pilot-program-offers-access-to-internet-computers-for-rose-park-residents/
Microsoft Word - Hispanic Heritage month espanol,http://www.slc.gov/wp-content/uploads/2022/09/Hispanic-Heritage-month-espanol.pdf,34.0KB,2022-09-15 22:14:47+00:00,,,,2022-09-15 22:14:47+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2022/09/16/salt-lake-city-leaders-celebrate-start-of-hispanic-heritage-month/
Press-Release-Template.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2020/06/Press-Release-Template.pdf,118.9KB,2020-06-01 23:53:34+00:00,"Bier, David",,,2020-06-01 23:53:34+00:00,,2,%PDF-1.7,https://www.slc.gov/blog/2020/06/01/salt-lake-city-enacts-week-long-nighttime-curfew/
Proclamation 10 of 2020.pdf,http://www.slc.gov/wp-content/uploads/2020/06/Proclamation-10.pdf,1.1MB,2020-06-01 16:53:00-06:00,LK4614,,,2020-06-01 16:53:00-06:00,Microsoft: Print To PDF,2,%PDF-1.7,https://www.slc.gov/blog/2020/06/01/salt-lake-city-enacts-week-long-nighttime-curfew/
proclamation-10-civil-unrest_sp.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2020/06/proclamation-10-civil-unrest_sp.pdf,100.7KB,2020-06-01 23:54:14+00:00,"Otto, Rachel",,,2020-06-01 23:54:14+00:00,,3,%PDF-1.7,https://www.slc.gov/blog/2020/06/01/salt-lake-city-enacts-week-long-nighttime-curfew/
2021-Plan.pdf,https://www.slc.gov/wp-content/uploads/2021/01/2021-Plan.pdf,690.0KB,,,,,,Skia/PDF m90,13,%PDF-1.5,https://www.slc.gov/blog/2021/09/20/salt-lake-city-embarks-on-effort-to-understand-mitigate-gentrification/
For-Release-Salt-Lake-City-secures-39-million.-Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/03/For-Release-Salt-Lake-City-secures-39-million.-Spanish.pdf,106.8KB,2024-03-25 15:57:23+00:00,,,,2024-03-25 15:57:23+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/03/25/salt-lake-city-secures-39-million-to-replace-lead-service-lines-utilizing-federal-partnership-to-support-public-health-and-efficient-water-management/
Microsoft Word - SPANISH Healthcare Innovation Blueprint. .docx,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2022/02/SPANISH-Healthcare-Innovation-Blueprint.-.pdf,56.3KB,2022-02-28 20:15:26+00:00,,,,2022-02-28 20:15:26+00:00,macOS Version 11.6 (Build 20G165) Quartz PDFContext,4,%PDF-1.3,https://www.slc.gov/blog/2022/02/22/mayor-mendenhall-releases-health-care-innovation-blueprint-to-help-empower-upward-mobility-for-underserved-residents/
Health-Care-Innovation-Blueprint-Final.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2022/02/Health-Care-Innovation-Blueprint-Final.pdf,11.5MB,2022-02-15 13:20:22-07:00,,,,2022-02-15 13:13:12-07:00,Adobe PDF Library 16.0,20,%PDF-1.4,https://www.slc.gov/blog/2022/02/22/mayor-mendenhall-releases-health-care-innovation-blueprint-to-help-empower-upward-mobility-for-underserved-residents/
Spanish-Mayor-Goals.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/02/Spanish-Mayor-Goals.pdf,48.5KB,2024-02-28 19:20:49+00:00,,,,2024-02-28 19:20:49+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/02/28/mayor-mendenhall-releases-2024-goals-for-salt-lake-city/
ComunicadodePrensa.pdf,http://www.slc.gov/wp-content/uploads/2020/05/ComunicadodePrensa.pdf,150.2KB,2020-05-31 21:34:24+00:00,"Bier, David",,,2020-05-31 21:34:24+00:00,,3,%PDF-1.7,https://www.slc.gov/blog/2020/05/30/mayor-erin-mendenhall-issues-emergency-proclamation-enacting-curfew-for-city/
Microsoft Word - EmergencyProclamation_sp[1].doc,http://www.slc.gov/wp-content/uploads/2020/05/EmergencyProclamation_sp1.pdf,104.1KB,2020-05-31 20:59:45+00:00,,,,2020-05-31 20:59:45+00:00,macOS Version 10.15.5 (Build 19F96) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2020/05/30/mayor-erin-mendenhall-issues-emergency-proclamation-enacting-curfew-for-city/
EmergencyProclamation.pdf,http://www.slc.gov/wp-content/uploads/2020/05/EmergencyProclamation.pdf,300.4KB,2020-05-30 18:37:03-07:00,,,,2020-05-30 18:25:30-07:00,Adobe Sign,2,%PDF-1.7,https://www.slc.gov/blog/2020/05/30/mayor-erin-mendenhall-issues-emergency-proclamation-enacting-curfew-for-city/
Spanish_Salt-Lake-City-seeks-public-feedback-on-Liberty-Park-playground-replacement.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/05/Spanish_Salt-Lake-City-seeks-public-feedback-on-Liberty-Park-playground-replacement.pdf,91.5KB,2024-05-10 18:17:31+00:00,,,,2024-05-10 18:17:31+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/05/10/salt-lake-city-seeks-public-feedback-on-liberty-park-playground-replacement/
Mayor-Mendenhalls-statement-on-announcement-of-NHL-team-coming-to-Salt-Lake-City-Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/04/Mayor-Mendenhalls-statement-on-announcement-of-NHL-team-coming-to-Salt-Lake-City-Spanish.pdf,94.1KB,2024-04-19 17:30:02+00:00,,,,2024-04-19 17:30:02+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2024/04/19/statement-from-mayor-erin-mendenhall-on-the-announcement-of-nhl-team-coming-to-salt-lake-city/
Microsoft Word - Document1,http://www.slcdocs.com/IMS/FTR_PlayerInstall.pdf,88.9KB,2017-01-10 19:05:47-07:00,pr4445,,,2017-01-10 19:04:17-07:00,Acrobat Distiller 15.0 (Windows),1,%PDF-1.6,https://www.slc.gov/slc-infobase/
Spanish_Public invited to Sunnyside Park Open House for input on improvements,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/09/Spanish_Public-invited-to-Sunnyside-Park-Open-House-for-input-on-improvements.pdf,87.2KB,2024-09-16 20:57:32+00:00,"Detrick, Ashley",,,2024-09-16 20:57:32+00:00,macOS Version 14.6.1 (Build 23G93) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/09/13/public-invited-to-sunnyside-park-open-house-for-input-on-improvements/
2017-18_Grant_Recommendations_Public%20Release.pdf,http://www.slcdocs.com/hand/2017-18_Grant_Recommendations_Public%20Release.pdf,111.1KB,2017-02-10 12:50:09-07:00,"Schumann, Jennifer",,,2017-02-10 12:50:08-07:00,Adobe PDF Library 11.0,1,%PDF-1.5,https://www.slc.gov/blog/2017/03/02/salt-lake-city-seeks-public-comment-on-proposed-2017-18-projects-to-be-funded-with-federal-dollars/
2025 State of the City Address by Mayor Erin Mendenhall,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2025/01/2025-State-of-the-City-Address-by-Mayor-Erin-Mendenhall.pdf,195.5KB,,,,,,Skia/PDF m134 Google Docs Renderer,10,%PDF-1.4,https://www.slc.gov/blog/2025/01/28/mayor-erin-mendenhall-salt-lake-city-is-focused-on-residents-day-to-day-issues/
2025-State-of-the-City-Address_Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2025/01/2025-State-of-the-City-Address_Spanish.pdf,95.3KB,2025-01-29 19:06:14+00:00,,,,2025-01-29 19:06:14+00:00,macOS Version 15.1 (Build 24B83) Quartz PDFContext,11,%PDF-1.3,https://www.slc.gov/blog/2025/01/28/mayor-erin-mendenhall-salt-lake-city-is-focused-on-residents-day-to-day-issues/
Letterhead template for plain stock,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2022/03/CITY-COUNCIL-TRANSMITTAL-2020-Salt-Lake-City-Pay-Equity-Audit-with-report-1.pdf,512.6KB,2021-03-05 11:25:02-07:00,"Rojas, Matthew",,,2021-03-04 11:57:29-07:00,Adobe Acrobat Pro DC (32-bit) 21.1.20142,15,%PDF-1.7,https://www.slc.gov/blog/2022/03/22/salt-lake-city-prioritizes-achieves-pay-equity/
Remembering-former-Salt-Lake-City-Mayor-Ted-Wilson-Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/04/Remembering-former-Salt-Lake-City-Mayor-Ted-Wilson-Spanish.pdf,155.2KB,2024-04-15 19:07:31+00:00,,,,2024-04-15 19:07:31+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/04/15/remembering-former-salt-lake-city-mayor-ted-wilson/
Spanish_Salt Lake City announces 2024 community food microgrant awardees,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/07/Spanish_Salt-Lake-City-announces-2024-community-food-microgrant-awardees.pdf,93.7KB,2024-07-19 00:16:26+00:00,"Detrick, Ashley",,,2024-07-19 00:16:26+00:00,macOS Version 14.5 (Build 23F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/07/18/salt-lake-city-announces-2024-community-food-microgrant-awardees/
Spanish-Salt-Lake-City-warns-of-parking-fee-scam.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2025/01/Spanish-Salt-Lake-City-warns-of-parking-fee-scam.pdf,375.3KB,2025-01-27 21:31:19+00:00,,,,2025-01-27 21:31:19+00:00,macOS Version 15.1 (Build 24B83) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2025/01/27/salt-lake-city-warns-of-parking-fee-scam/
2021-Plan.pdf,http://www.slc.gov/wp-content/uploads/2021/01/2021-Plan.pdf,690.0KB,,,,,,Skia/PDF m90,13,%PDF-1.5,https://www.slc.gov/2021plan/
Spanish-For-Release.-Building-on-spring-success-Salt-Lake-City-launches-winter-landscaping-equipment-exchange.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/10/Spanish-For-Release.-Building-on-spring-success-Salt-Lake-City-launches-winter-landscaping-equipment-exchange.pdf,101.0KB,2024-10-22 21:22:32+00:00,,,,2024-10-22 21:22:32+00:00,macOS Version 14.6.1 (Build 23G93) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/10/22/building-on-spring-success-salt-lake-city-launches-winter-landscaping-equipment-exchange/
DACA.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2020/06/DACA.pdf,97.3KB,2020-06-18 17:38:03+00:00,"Bier, David",,,2020-06-18 17:38:03+00:00,,1,%PDF-1.7,https://www.slc.gov/blog/2020/06/18/mayor-mendenhalls-statement-on-supreme-court-daca-decision/
CensoComunicado.pdf,http://www.slcdocs.com/mayor/CensoComunicado.pdf,123.7KB,2020-06-22 19:02:26+00:00,"Bier, David",,,2020-06-22 19:02:26+00:00,,2,%PDF-1.7,https://www.slc.gov/blog/2020/06/22/my-voice-my-census-my-future-a-community-town-hall-in-spanish/
FY23-24 Funded CIP Projects,https://www.slc.gov/Finance/wp-content/uploads/sites/3/2023/08/FY24_FundedCIPProjects-Summary-Handout.pdf,295.1KB,,,,,,Skia/PDF m117 Google Docs Renderer,4,%PDF-1.4,https://www.slc.gov/blog/2023/09/01/salt-lake-citys-capital-improvement-program-accepting-resident-applications-for-fy25/
ComunicadoPrensa-1.pdf,https://www.slc.gov/mayor/wp-content/uploads/sites/51/2020/09/ComunicadoPrensa-1.pdf,140.6KB,2020-09-23 20:59:23+00:00,"Bier, David",,,2020-09-23 20:59:23+00:00,,3,%PDF-1.7,https://www.slc.gov/blog/2020/09/23/millions-in-rental-assistance-funding-still-available/
CDC-Eng_2-2.pdf,https://nlihc.org/sites/default/files/CDC-Eng_2-2.pdf,399.6KB,2021-01-11 09:27:07-05:00,,,,2020-09-24 21:12:44-04:00,Adobe PDF Library 15.0,3,%PDF-1.7,https://www.slc.gov/blog/2020/09/23/millions-in-rental-assistance-funding-still-available/
Microsoft Word - SevenCanyonsFountain_Spanish[83].docx,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2023/03/SevenCanyonsFountain_Spanish83.pdf,45.9KB,2023-03-29 17:58:41+00:00,,,,2023-03-29 17:58:41+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/02/29/salt-lake-city-to-open-love-your-block-grants-to-residents-for-2024/
Love-Your-Block-Grants_Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/02/Love-Your-Block-Grants_Spanish.pdf,41.1KB,2024-02-29 21:43:46+00:00,,,,2024-02-29 21:43:46+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/02/29/salt-lake-city-to-open-love-your-block-grants-to-residents-for-2024/
Landscaping-Equipment-Launch-Press-Release-May-6-Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/05/Landscaping-Equipment-Launch-Press-Release-May-6-Spanish.pdf,36.3KB,2024-05-06 16:53:31+00:00,,,,2024-05-06 16:53:31+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/05/06/salt-lake-city-launches-clean-air-slc-program-with-landscaping-equipment-exchange/
Microsoft Word - Glendale Park PR spanish,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2022/09/Glendale-Park-PR-spanish.pdf,51.8KB,2022-09-06 23:15:53+00:00,,,,2022-09-06 23:15:53+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2022/09/06/ambitious-vision-plan-for-glendale-regional-park-released/
Spanish_New Greek-inspired restaurant in Salt Lake City approved for EDLF loan,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/11/Spanish_New-Greek-inspired-restaurant-in-Salt-Lake-City-approved-for-EDLF-loan.pdf,99.8KB,2024-11-15 20:05:13+00:00,"Detrick, Ashley",,,2024-11-15 20:05:13+00:00,macOS Version 15.1 (Build 24B83) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/11/15/new-greek-inspired-restaurant-in-salt-lake-city-approved-for-edlf-loan-2/
Spanish-Main-Street.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2023/10/Spanish-Main-Street.pdf,132.6KB,2023-10-17 21:04:46+00:00,,,,2023-10-17 21:04:46+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2023/10/17/salt-lake-city-seeks-public-feedback-on-main-street-vision-2/
For Release. Spanish_ Salt Lake City vegan bakery gets EDLF loan to assist building out first physical location,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/06/For-Release.-Spanish_-Salt-Lake-City-vegan-bakery-gets-EDLF-loan-to-assist-building-out-first-physical-location.pdf,108.0KB,2024-06-25 17:40:42+00:00,"Detrick, Ashley",,,2024-06-25 17:40:42+00:00,macOS Version 14.5 (Build 23F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/06/25/salt-lake-city-vegan-bakery-gets-edlf-loan-to-assist-building-out-first-physical-location/
Microsoft Word - SPANISH Glendale Release Final.docx,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2022/03/SPANISH-Glendale-Release-Final.pdf,85.7KB,2022-03-16 16:14:41+00:00,,,,2022-03-16 16:14:41+00:00,macOS Version 11.6 (Build 20G165) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2022/03/16/salt-lake-city-launches-public-survey-for-new-regional-park-at-the-site-of-former-glendale-water-park/
Salt-Lake-City-shares-vision-and-implementation-plan-for-West-Downtown-transit-oriented-hub-of-art-community-wellness-and-economic-growth-Spanish.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/04/Salt-Lake-City-shares-vision-and-implementation-plan-for-West-Downtown-transit-oriented-hub-of-art-community-wellness-and-economic-growth-Spanish.pdf,108.8KB,2024-04-17 19:00:06+00:00,,,,2024-04-17 19:00:06+00:00,macOS Version 12.7.4 (Build 21H1123) Quartz PDFContext,3,%PDF-1.3,https://www.slc.gov/blog/2024/04/16/salt-lake-city-shares-vision-and-implementation-plan-for-west-downtown-transit-oriented-hub-of-art-community-wellness-and-economic-growth/
Microsoft Word - SOTC_FINAL.docx,http://www.slc.gov/wp-content/uploads/2021/01/SOTC_FINALForWeb.pdf,87.7KB,2021-01-27 01:24:01+00:00,,,,2021-01-27 01:24:01+00:00,macOS Version 11.1 (Build 20C69) Quartz PDFContext,13,%PDF-1.3,https://www.slc.gov/2021sotc/
Microsoft Word - SOTC_sp final.docx,http://www.slc.gov/wp-content/uploads/2021/01/SOTC_spForWeb.pdf,85.6KB,2021-01-26 22:09:56+00:00,,,,2021-01-26 22:09:56+00:00,macOS Version 11.1 (Build 20C69) Quartz PDFContext,15,%PDF-1.3,https://www.slc.gov/2021sotc/
EconDevBytheNumbers,https://slcmayorblogdotcom.files.wordpress.com/2017/12/econdevbythenumbers1.pdf,1.4MB,2017-12-28 11:55:14-07:00,,,,2017-12-28 11:54:12-07:00,Adobe PDF library 15.00,1,%PDF-1.5,https://www.slc.gov/blog/2017/12/28/salt-lake-citys-new-department-helps-bring-in-6000-jobs/
For Release_Spanish- Open Streets returns to downtown Salt Lake City this July,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/07/For-Release_Spanish-Open-Streets-returns-to-downtown-Salt-Lake-City-this-July.pdf,109.9KB,2024-07-01 18:36:10+00:00,"Detrick, Ashley",,,2024-07-01 18:36:10+00:00,macOS Version 14.5 (Build 23F79) Quartz PDFContext,3,%PDF-1.3,https://www.slc.gov/blog/2024/07/01/open-streets-returns-to-downtown-salt-lake-city-this-july/
Salt Lake City Bond Viability – Y2 Draft,http://www.slc.gov/wp-content/uploads/2018/08/Salt-Lake-City-Bond-Viability-–-Y2.pdf,4.0MB,2018-08-13 15:29:19-06:00,,,,2018-08-08 18:12:16+00:00,Mac OS X 10.13.6 Quartz PDFContext,10,%PDF-1.4,https://www.slc.gov/blog/2018/08/15/mayor-biskupski-urges-residents-to-learn-and-vote-on-salt-lake-city-streets-bond/
Spanish-SLC-launches-Consumer-Protection-Complaint-Portal-for-residents.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/03/Spanish-SLC-launches-Consumer-Protection-Complaint-Portal-for-residents.pdf,41.6KB,2024-03-05 20:18:01+00:00,,,,2024-03-05 20:18:01+00:00,macOS Version 12.4 (Build 21F79) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/03/05/salt-lake-city-launches-consumer-protection-complaint-portal-for-residents/
Spanish_Salt Lake City launches historical markers pilot program,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2025/01/Spanish_Salt-Lake-City-launches-historical-markers-pilot-program.pdf,75.0KB,2025-01-07 17:59:49+00:00,"Detrick, Ashley",,,2025-01-07 17:59:49+00:00,macOS Version 15.1 (Build 24B83) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2025/01/06/salt-lake-city-launches-historical-markers-pilot-program/
Microsoft Word - SPANISH Education Comunication Hires Release Final.docx,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2022/03/SPANISH-Education-Comunication-Hires-Release-Final.pdf,95.0KB,2022-03-17 21:43:57+00:00,,,,2022-03-17 21:43:57+00:00,macOS Version 11.6 (Build 20G165) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2022/03/22/new-education-advisor-communications-director-hired-to-salt-lake-city-mayors-office/
Spanish_For Release_Lehi Quiet Zone Reinstatement,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2025/01/Spanish_For-Release_Lehi-Quiet-Zone-Reinstatement.pdf,85.7KB,2025-01-06 22:33:25+00:00,"Detrick, Ashley",,,2025-01-06 22:33:25+00:00,macOS Version 15.1 (Build 24B83) Quartz PDFContext,1,%PDF-1.3,https://www.slc.gov/blog/2025/01/06/lehi-quiet-zone-reinstatement/
Spanish_Salt-Lake-City-opens-applications-to-residents-for-capital-improvement-ideas.pdf,http://www.slc.gov/mayor/wp-content/uploads/sites/51/2024/09/Spanish_Salt-Lake-City-opens-applications-to-residents-for-capital-improvement-ideas.pdf,95.6KB,2024-09-04 18:07:57+00:00,,,,2024-09-04 18:07:57+00:00,macOS Version 14.6.1 (Build 23G93) Quartz PDFContext,2,%PDF-1.3,https://www.slc.gov/blog/2024/09/03/salt-lake-city-opens-applications-to-residents-for-capital-improvement-ideas/
